Date,Year,Month,Day,Weekday,Event
1857-12-05,1857,12,5,Saturday,"GHL tells Blackwood that 'GE has come to stay at Richmond and is writing his new story with a fresh influx of confidence' (Letters 2: 406)."
1857-12-06,1857,12,6,Sunday,"Writes 'How I Came to Write Fiction' in her Journal, detailing the conception and writing of Scenes (see Journals, 283-96; Letters 2: 406-10). Finishes reading the Agamemnon.  "
1857-12-07,1857,12,7,Monday,"Blackwood tells GHL that GE is too diffident."
1857-12-08,1857,12,8,Tuesday,"Learns of Blackwood' s decision to extend the first edition of Scenes to 1000 copies, and to give her a further £60. Reads Christmas number of Household Words by Wilkie Collins and Dickens; also reading Riehl's Die Familie."
1857-12-09,1857,12,9,Wednesday,"Receive a letter from Blackwood's brother, Major William Blackwood, announcing his intention of visiting."
1857-12-10,1857,12,10,Thursday,"Major William Blackwood calls. GE notes, 'It was evident to us ... that he knew I was George Eliot' (Cross  1: 476)."
1857-12-11,1857,12,11,Friday,"Thanks Blackwood for his confidence in Scenes and the extension of the first edition."
1857-12-13,1857,12,13,Sunday,"Tells Sara Hennell, 'I get more hungry for knowledge every day, and less able to satisfy my hunger' (Cross 1: 478). GHL proposes Physiology of Common Life to Blackwood."
1857-12-14,1857,12,14,Monday,"Blackwood sends proof of the title page of Scenes."
1857-12-15,1857,12,15,Tuesday,"Returns the amended proof with a list of the recipients of complimentary copies, including Jane Carlyle, whom GE has never met."
1857-12-19,1857,12,19,Saturday,"Looks back at the year, grateful for their successful year, culminating with: I have written the Scenes of Clerical Life--my first book--and though we are uncertain still whether it will be a success as a separate publication, I have had much sympathy from my readers in Blackwood, and feel a deep satisfaction in having done a bit of faithful work that will perhaps remain like a primrose root in the hedgerow and gladden and chasten human hearts in years to come (Journals 71)."
1857-12-23,1857,12,23,Wednesday,"Writes to Charles Bray discussing his views on the gold standard and sending good wishes for Christmas."
1857-12-25,1857,12,25,Friday,"GHL and GE spend Christmas day together. 'We ate our turkey together in a happy solitude á deux' (Cross 1: 480)."
1857-12-26,1857,12,26,Saturday,"GHL travels to Vernon Hill for his annual Christmas visit with the Helps family. GE remains home alone. "
1857-12-27,1857,12,27,Sunday,"Delane, editor of The Times, asks Blackwood for a review copy of Scenes."
1857-12-31,1857,12,31,Thursday,"Notes in her Journal, 'Few women, I fear have had such reason as I have to think the long sad years of youth were worth living for the sake of middle age .... May I be able to look back on 1858 with an equal consciousness of advancement in worth and heart' (Journal 72; Cross 1: 481)."
1858-01-02,1858,1,2,Saturday,"GHL returns from Vernon Hill with a copy of The Times containing Samuel Lucas's favourable review of Scenes."
1858-01-04,1858,1,4,Monday,"Scenes subscribed in London."
1858-01-05,1858,1,5,Tuesday,"First edition of Scenes published. Herbert Spencer to dinner."
1858-01-06,1858,1,6,Wednesday,"First four chapters of Bede completed and read to GHL."
1858-01-07,1858,1,7,Thursday,"Blackwood sends details of the subscriptions to Scenes."
1858-01-08,1858,1,8,Friday,"Subscriptions already total 580. GE notes that she ordered copies to be sent to Froude, Dickens, Thackeray, Tennyson, Ruskin, Faraday, Albert Smith and Jane Carlyle."
1858-01-12,1858,1,12,Tuesday,"Writes to Chapman asking to be excused from contributing the article on F. W. Newman to Westminster."
1858-01-17,1858,1,17,Sunday,"Reading Aeschylus's Choephori. Agrees with Sara Hennell's disappointment with the January Westminster. J. A. Froude sends a letter of thanks for his copy of Scenes."
1858-01-18,1858,1,18,Monday,"Dickens expresses his admiration for Scenes and his belief that the writer must be a woman. GE receives it on Jan 20. "
1858-01-20,1858,1,20,Wednesday,"Reads GHL part of ch. 6 of Bede."
1858-01-21,1858,1,21,Thursday,"Writes to Blackwood expressing her deep gratitude for Dickens's praise, and regretting that the 'iron mask of my incognito' prevents her writing to him (Letters 2: 424)."
1858-01-27,1858,1,27,Wednesday,"Dickens writes to Blackwood insisting that Scenes are the product of a female pen."
1858-01-28,1858,1,28,Thursday,"Faraday thanks GE for his copy of Scenes."
1858-01-30,1858,1,30,Saturday,"Writes to Bessie Parkes declaring her interest in the latter's new English Woman's Journal."
1858-01-31,1858,1,31,Sunday,"Finishes chs 7 and 8 of Bede."
1858-02-02,1858,2,2,Tuesday,"GHL writes to Blackwood expressing his disappointment at the sales of Sea-Side Studies and outlining his financial difficulties."
1858-02-03,1858,2,3,Wednesday,"GE receives a request from Bessie Parkes to contribute to the English Woman's Journal. GE responds, 'I have given up writing articles, having discovered that my vocation lies in other paths' (Letters 2: 431). "
1858-02-10,1858,2,10,Wednesday,"Blackwood sends £120 as the first instalment for Scenes. Ch. 9 of Bede completed."
1858-02-16,1858,2,16,Tuesday,"GHL visits J. W. Parker, publisher and editor of Fraser's Magazine, and hears GE spoken of as a writer of great merit."
1858-02-26,1858,2,26,Friday,"Visit W. M. W. Call and his wife Rufa (formerly Rufa Hennell), and have their photographs taken by Mayall."
1858-02-28,1858,2,28,Sunday,"Visited by Blackwood. GHL and GE decide the time has come to reveal her identity to Blackwood, who at last has his suspicion confirmed."
1858-03-01,1858,3,1,Monday,"Blackwood tells his wife of the revelation of GE's identity."
1858-03-04,1858,3,4,Thursday,"Visited by Blackwood, who reports Thackeray' s high opinion of Scenes. Manuscript of chs 1-13 of Bede passed to Blackwood. "
1858-03-07,1858,3,7,Sunday,"Signs her will, making GHL her executor. Records in diary, “I wrote my will, and signed it in the presence of Mr. Chapman and Mr. Birt.”"
1858-03-08,1858,3,8,Monday,"Works on ch. 14 of Bede."
1858-03-11,1858,3,11,Thursday,"Blackwood sends his approval of the Bede manuscript."
1858-03-13,1858,3,13,Saturday,"GHL informs Blackwood that his praise has restored GE' s confidence."
1858-03-27,1858,3,27,Saturday,"Authorises Blackwood to make his own decision as to whether Bede should appear in instalments, and requests an outstanding payment of £60 for Scenes. Sends Cara Bray her photo."
1858-03-29,1858,3,29,Monday,"Asks Charles Bray not to spread 'false rumours' that she is commencing a novel (Letters 2: 443)."
1858-03-31,1858,3,31,Wednesday,"Blackwood sends a detailed appreciation of the first section of Bede, suggesting minor changes, but stressing its great promise."
1858-04-01,1858,4,1,Thursday,"Refuses to disclose the story of Bede to Blackwood in advance."
1858-04-07,1858,4,7,Wednesday,"Leave for Munich, travelling via Lille, Cologne, Frankfurt and Nuremberg. For GE's account of this trip see Journals, 303-26, Cross 1: 18-34, 39-61, 63-4."
1858-04-12,1858,4,12,Monday,"Take lodgings in Munich at 15 Luitpoldstrasse."
1858-04-18,1858,4,18,Sunday,"Commences vol. II of Bede manuscript."
1858-04-20,1858,4,20,Tuesday,"Blackwood agrees to GE's scheme of publishing Bede as a complete work as soon as it is finished."
1858-05-05,1858,5,5,Wednesday,"Call on Liebig in his laboratory. He explains his new method of mirror silvering, and gives GE a mirror as a souvenir."
1858-05-12,1858,5,12,Wednesday,"Visit the anatomist von Siebold."
1858-05-13,1858,5,13,Thursday,"GHL visits the Museum of Comparative Anatomy to watch van Siebold at work."
1858-05-14,1858,5,14,Friday,"GE sees Flemish pictures in the Pinakothek. Study of Flemish art in Munich galleries anticipates the concerns of ch. 17 of Bede."
1858-05-23,1858,5,23,Sunday,"Sees antique sculpture at the Glyptothek and visit the Pinakothek again, journaling extensively about painting and sculpture (Journals 310-3)"
1858-05-26,1858,5,26,Wednesday,"Reads ch. 20 of Bede to GHL."
1858-05-28,1858,5,28,Friday,"Discusses sources of Scenes, both actual and imaginary, in letter to Blackwood . Writing ch. 21 of Bede."
1858-05-29,1858,5,29,Saturday,"The Saturday Review contains a laudatory notice of Scenes."
1858-05-30,1858,5,30,Sunday,"See Rossini's William Tell. Conceives the fight in the wood between Arthur and Adam during this performance."
1858-06-10,1858,6,10,Thursday,"Finishes ch. 21 of Bede."
1858-06-14,1858,6,14,Monday,"Sends condolences to Sara Hennell following the death of her mother."
1858-06-17,1858,6,17,Thursday,"Spends the next eight days working on chs 23-4 of Bede."
1858-06-18,1858,6,18,Friday,"GHL leaves Munich to visit his sons at Hofwyl."
1858-06-24,1858,6,24,Thursday,"GHL returns."
1858-07-06,1858,7,6,Tuesday,"Visited by Strauss at her lodgings: 'I had a quarter of an hour's chat with him alone, and was very agreeably impressed' (Cross 2: 63). Bede now completed to ch. 26."
1858-07-07,1858,7,7,Wednesday,"Leave Munich for Dresden, via Salzburg, the Tyrol, Vienna, and Prague, encountering scenes to be used in 'The Lifted Veil' and Daniel Deronda."
1858-07-18,1858,7,18,Sunday,"Take lodgings at 5B Waisenhausstrasse in Dresden, where she wrote the latter half of the  second volume of Adam Bede, in the long mornings that our early hours... secured us (Journals 325). At the Picture gallery, GE sees many famous paintings and and is especially impressed by Raphael's Sistine Madonna (Journals 325-6)."
1858-07-23,1858,7,23,Friday,"GHL sends Chapman news of his almost completed article 'Realism in Art: Recent German Fiction'."
1858-08-16,1858,8,16,Monday,"GHL sends Blackwood publication details of Physiology of Common Life and confirms the good progress of Bede."
1858-08-30,1858,8,30,Monday,"Visit Tauchnitz in Leipzig ."
1858-08-31,1858,8,31,Tuesday,"Shown around Carus's anatomical museum."
1858-09-02,1858,9,2,Thursday,"Return from their almost 5 months in Germany to Richmond."
1858-09-03,1858,9,3,Friday,"GHL receives an offer from Major William Blackwood for the German publication of Scenes, and prepares to negotiate a fee."
1858-09-04,1858,9,4,Saturday,"Passes on Strauss' s greetings to Rufa Call. Sends Sara Hennell a Liebig autograph."
1858-09-05,1858,9,5,Sunday,"Discusses Spurgeon, and Ruskin's high opinion of him, in letter to Sara Hennell."
1858-09-08,1858,9,8,Wednesday,"Sends Vol 2 of the Bede manuscript to Blackwood."
1858-09-11,1858,9,11,Saturday,"GHL confirms that GE requires £50 from Brockhaus for the German edition of Scenes."
1858-09-26,1858,9,26,Sunday,"J. A. Froude writes a second time requesting that he might know more of the author of Scenes."
1858-09-30,1858,9,30,Thursday,"Asks Blackwood to reply to Froude on her behalf stressing her admiration for him, but also the necessity of remaining incognito."
1858-10-04,1858,10,4,Monday,"Blackwood writes of his admiration for the second manuscript volume of Bede."
1858-10-06,1858,10,6,Wednesday,"Discusses October's Westminster in letter to Sara Hennell."
1858-10-07,1858,10,7,Thursday,"Blackwood tells GHL that he had not praised Volume 2 of Bede sufficiently."
1858-10-10,1858,10,10,Sunday,"Chapman visits, expressing dissatisfaction with certain aspects of the Westminster."
1858-10-13,1858,10,13,Wednesday,"Invites Charles Bray to visit Richmond."
1858-10-29,1858,10,29,Friday,"Vol. III of the Bede manuscript sent to Blackwood."
1858-10-31,1858,10,31,Sunday,"Visited by Bessie Parkes and Barbara Bodichon before Bodichon's departure for Algiers."
1858-11-01,1858,11,1,Monday,"Reading Carlyle' s Life of Frederick the Great."
1858-11-03,1858,11,3,Wednesday,"Blackwood praises vol. III of the Bede manuscript and offers £800 for the copyright for four years. GE accepts the offer on Nov.4."
1858-11-05,1858,11,5,Friday,"Accepts Blackwood's offer. At dinner Herbert Spencer reveals that Chapman had referred casually to GE's authorship of Scenes. GE writes to Chapman insisting that he respect her incognito."
1858-11-06,1858,11,6,Saturday,"Sends Sara Hennell autographs, including Thierry, De Tocqueville and Comte."
1858-11-10,1858,11,10,Wednesday,"Visited by Wilkie Collins: 'there is a sturdy uprightness about him that makes all opinion and all occupation respectable' (Journals, 75)."
1858-11-15,1858,11,15,Monday,"Blackwood agrees to pay the first instalment for Bede immediately upon publication."
1858-11-16,1858,11,16,Tuesday,"'Wrote the last word of Adam Bede . .. Jubilate!' (Journals 75)."
1858-11-17,1858,11,17,Wednesday,"GHL accepts Blackwood's offer for the publication of the Physiology of Common Life."
1858-11-23,1858,11,23,Tuesday,"Blackwood sends congratulations on the conclusion of Bede and forwards Williams and Norgate's offer of £30 for the continental reprint of Scenes, together with the first proof sheets of Bede."
1858-11-25,1858,11,25,Thursday,"Accepts Williams and Norgate's offer. Visited by Charles Bray."
1858-11-26,1858,11,26,Friday,"Sends Cara Bray her advice for the Brays' projected stay abroad."
1858-11-30,1858,11,30,Tuesday,"GE writes the 'History of Adam Bede' in her Journal, detailing the conception and progress of the novel (see Journals 296-298; Cross 2: 65-71. Formally concludes her friendship with Chapman following his indiscretion over her incognito."
1858-12-01,1858,12,1,Wednesday,"Requests Blackwood not to delay the publication of Bede unduly lest her identity be discovered before the novel's appearance."
1858-12-02,1858,12,2,Thursday,"GHL stresses to Blackwood the necessity of concealing GE' s identity if Bede is to be received impartially."
1858-12-09,1858,12,9,Thursday,"Blackwood sends £30 for the German edition of Scenes and suggests a sum of £50 for the initial offer of American publication."
1858-12-10,1858,12,10,Friday,"GE suggests not more than £30 for the American publication, and expresses her approval of the typeface for Bede."
1858-12-22,1858,12,22,Wednesday,"Sends Blackwood a prefatory 'Demonstrance' to Bede, written at GHL' s insistence."
1858-12-25,1858,12,25,Saturday,"Blackwood advises omission of this preface. GE and GHL spend Christmas very happily alone together (Journals 75). This is their first Christmas together as a couple; GHL postpones his holiday trip to the Helps's."
1858-12-27,1858,12,27,Monday,"GHL suggests a briefer advertisement to replace the Bede preface. GHL leaves to pay a short visit at Vernon Hill (Journals 75)."
1858-12-28,1858,12,28,Tuesday,"Writes to Blackwood agreeing that the Bede preface is unsuitable, and anticipating renewed writing in the new year: 'I have not yet made up my mind what my new story is to be, but I must not lie fallow any longer' (Letters 2: 75)."
1858-12-31,1858,12,31,Friday,"Records in Journal, 'Our double life is more and more blessed--more and more complete' (Journals 75; Cross 2: 75)."
